customerID,tenure_group,charge_tier,MonthlyCharges,TotalCharges,tenure,Contract,PaymentMethod,churn_label
8849-GYOKR,loyal,high,106.55,5763.3,54,One year,Bank transfer (automatic),1
3148-BLQJT,new,low,20.1,20.1,1,Month-to-month,Mailed check,1
3717-FDJFU,new,low,20.45,106.9,5,Two year,Mailed check,0
3665-JATSN,mid,medium,39.7,710.05,19,Month-to-month,Electronic check,0
7966-YOTQW,new,medium,54.5,568.2,10,Month-to-month,Credit card (automatic),0
0461-CVKMU,mid,high,83.8,1900.25,23,Month-to-month,Electronic check,1
8806-EAGWC,new,medium,55.15,159.15,3,Month-to-month,Mailed check,1
8853-TZDGH,loyal,high,111.6,8012.75,72,Two year,Bank transfer (automatic),0
7779-LGOVN,new,high,86.65,856.65,10,Month-to-month,Electronic check,1
4324-BZCKL,new,medium,55.55,551.3,10,Month-to-month,Mailed check,0
6924-TDGMT,new,low,20.55,184.95,11,One year,Mailed check,0
9710-ZUSHQ,loyal,high,106.75,4056.75,37,Month-to-month,Bank transfer (automatic),1
1536-YHDOE,mid,medium,62.1,1096.65,17,One year,Mailed check,0
8123-QBNAZ,mid,high,104.5,3684.95,36,Month-to-month,Credit card (automatic),0
3629-ZNKXA,mid,high,101.8,1752.45,17,Month-to-month,Electronic check,0
4827-LTQRJ,loyal,high,110.6,7210.85,66,One year,Credit card (automatic),0
7711-YIJWC,loyal,high,84.9,5264.5,61,One year,Bank transfer (automatic),0
5482-VXSXJ,mid,high,93.2,2157.3,22,Month-to-month,Mailed check,0
7365-BVCJH,new,low,24.4,24.4,1,Month-to-month,Electronic check,0
9620-ENEJV,new,high,70.55,433.95,6,Month-to-month,Credit card (automatic),0
4183-WCSEP,mid,high,78.45,2435.15,31,Month-to-month,Electronic check,1
2378-YIZKA,loyal,high,85.0,5607.75,68,Two year,Credit card (automatic),0
5498-TXHLF,mid,high,87.45,2874.15,34,Month-to-month,Electronic check,1
0689-DSXGL,loyal,high,85.8,4433.3,52,Month-to-month,Bank transfer (automatic),0
6818-DJXAA,new,high,91.1,964.35,10,Month-to-month,Electronic check,0
9722-UJOJR,mid,high,70.75,1974.8,29,Month-to-month,Electronic check,1
0464-WJTKO,loyal,low,20.1,1460.85,72,Two year,Bank transfer (automatic),0
8902-ZEOVF,loyal,low,20.05,951.55,47,One year,Mailed check,0
6778-EICRF,mid,high,74.8,1821.2,24,One year,Mailed check,0
2662-NNTDK,loyal,low,24.8,1600.95,65,One year,Credit card (automatic),0
4132-KALRO,new,high,100.85,399.25,4,Month-to-month,Mailed check,0
3902-FOIGH,new,high,101.35,1218.55,12,Month-to-month,Electronic check,1
6772-KSATR,new,high,81.7,81.7,1,Month-to-month,Electronic check,1
7112-OPOTK,mid,high,68.25,2171.15,33,Month-to-month,Electronic check,1
2874-YXVVA,mid,high,105.1,3634.8,34,Month-to-month,Electronic check,0
1245-HARPS,mid,low,20.4,292.4,14,Two year,Mailed check,0
4210-QFJMF,new,high,79.15,317.25,4,Month-to-month,Electronic check,1
4323-ELYYB,mid,low,20.0,218.55,13,One year,Mailed check,0
4293-ETKAP,loyal,high,79.4,5071.9,65,Two year,Bank transfer (automatic),0
6064-PUPMC,mid,medium,57.2,1423.35,23,One year,Credit card (automatic),0
6504-VBLFL,loyal,medium,58.6,3068.6,55,Two year,Electronic check,0
6322-PJJDJ,loyal,high,94.8,4690.65,49,Two year,Electronic check,0
0330-BGYZE,loyal,high,102.5,6157.6,60,One year,Bank transfer (automatic),0
1085-LDWAM,loyal,low,20.35,1442.65,69,One year,Credit card (automatic),0
7586-ZATGZ,loyal,high,84.9,3369.05,40,Month-to-month,Electronic check,0
7197-VOJMM,loyal,high,69.2,4671.65,67,Two year,Credit card (automatic),0
3318-OSATS,mid,high,95.45,3474.05,35,Month-to-month,Electronic check,1
5828-AVIPD,mid,high,100.95,1875.55,19,One year,Electronic check,1
1843-TLSGD,mid,low,20.85,272.35,13,Two year,Mailed check,0
9626-VFRGG,loyal,high,88.5,3645.05,41,Month-to-month,Bank transfer (automatic),0
7075-BNDVQ,new,medium,35.0,135.75,4,Month-to-month,Mailed check,0
9143-CANJF,mid,medium,55.15,1319.85,24,Month-to-month,Electronic check,0
7284-BUYEC,new,medium,50.95,229.4,5,Month-to-month,Credit card (automatic),0
2041-JIJCI,new,medium,64.0,370.25,5,Month-to-month,Electronic check,0
1086-LXKFY,new,high,69.1,69.1,1,Month-to-month,Mailed check,1
4900-MSOMT,loyal,high,80.2,5714.2,72,Two year,Bank transfer (automatic),0
2229-VWQJH,mid,medium,49.3,1233.25,24,Month-to-month,Credit card (automatic),0
9194-GFVOI,loyal,high,84.35,3571.6,42,Two year,Credit card (automatic),0
1336-EZFZY,new,low,20.05,83.3,4,Month-to-month,Mailed check,0
4282-MSACW,loyal,high,117.2,8035.95,68,One year,Credit card (automatic),0
1403-LKLIK,mid,low,20.1,579.4,33,One year,Mailed check,0
2636-ALXXZ,new,high,69.6,69.6,1,Month-to-month,Electronic check,1
7774-OJSXI,mid,high,103.45,3066.45,31,One year,Electronic check,1
7786-WBJYI,new,high,77.95,305.55,4,Month-to-month,Bank transfer (automatic),1
0136-IFMYD,loyal,high,109.95,7634.25,69,Two year,Electronic check,0
5144-TVGLP,loyal,high,94.75,3653.0,38,Month-to-month,Electronic check,0
9643-AVVWI,new,high,80.0,241.3,3,Month-to-month,Electronic check,0
0253-ZTEOB,loyal,high,79.65,3870.3,48,Two year,Electronic check,0
2706-QZIHY,mid,low,25.2,387.9,15,Two year,Mailed check,0
6061-PQHMK,mid,low,19.9,527.5,25,One year,Credit card (automatic),0
9885-CSMWE,new,high,78.45,78.45,1,Month-to-month,Electronic check,1
6137-MFAJN,loyal,medium,44.8,2104.55,48,Month-to-month,Electronic check,0
9122-UMROB,new,low,20.3,20.3,1,Month-to-month,Mailed check,0
4232-JGKIY,new,low,19.2,19.2,1,Month-to-month,Electronic check,0
2402-TAIRZ,loyal,high,80.05,3019.1,37,One year,Electronic check,0
9659-ZTWSM,loyal,high,107.35,7051.95,66,One year,Bank transfer (automatic),0
9139-TWBAS,mid,medium,47.85,1190.5,26,One year,Bank transfer (automatic),0
6685-GBWJZ,loyal,high,70.8,4448.8,63,One year,Credit card (automatic),0
5016-ETTFF,new,low,29.5,255.25,10,Month-to-month,Mailed check,1
3866-MDTUB,new,high,70.75,146.9,2,Month-to-month,Electronic check,1
2195-VVRJF,mid,medium,59.1,1011.05,18,Month-to-month,Credit card (automatic),0
3913-RDSJZ,loyal,low,25.55,1714.95,64,Two year,Mailed check,0
8058-JMEQO,new,high,84.45,762.5,9,Month-to-month,Electronic check,1
4203-QGNZA,mid,low,20.25,535.35,28,Month-to-month,Mailed check,0
5043-TRZWM,new,high,75.55,75.55,1,Month-to-month,Electronic check,0
0697-ZMSWS,new,high,85.65,338.9,4,Month-to-month,Electronic check,1
7657-DYEPJ,loyal,high,70.15,2497.35,38,One year,Credit card (automatic),1
9494-BDNNC,loyal,high,95.3,6273.4,66,One year,Electronic check,0
1640-PLFMP,new,high,70.25,70.25,1,Month-to-month,Electronic check,0
5366-OBVMR,mid,medium,50.3,908.75,18,Month-to-month,Mailed check,0
8276-MQBYC,loyal,high,97.8,4913.3,51,Month-to-month,Electronic check,1
7644-OMVMY,new,low,19.85,0.0,0,Two year,Mailed check,0
7593-XFKDI,new,medium,46.3,46.3,1,Month-to-month,Mailed check,1
4573-JKNAE,new,low,19.35,212.3,12,Two year,Bank transfer (automatic),0
0337-CNPZE,loyal,high,106.3,4443.45,41,Month-to-month,Electronic check,1
9817-APLHW,new,low,25.0,316.2,12,Month-to-month,Electronic check,0
8380-MQINP,loyal,low,20.3,1079.05,55,Two year,Mailed check,0
0840-DFEZH,new,high,75.35,564.65,7,Month-to-month,Electronic check,0
1513-XNPPH,new,high,89.4,1095.65,12,Month-to-month,Electronic check,1
8690-ZVLCL,loyal,high,88.0,6161.9,68,Two year,Credit card (automatic),0
6015-VVHHE,new,high,83.15,446.05,5,Month-to-month,Credit card (automatic),1
1125-SNVCK,loyal,medium,43.8,2106.05,49,Month-to-month,Mailed check,0
0384-LPITE,loyal,medium,62.05,2511.55,40,One year,Credit card (automatic),0
4616-EWBNJ,mid,low,20.1,318.6,16,One year,Bank transfer (automatic),0
6347-DCUIK,new,high,74.15,811.8,10,Month-to-month,Mailed check,1
1335-HQMKX,loyal,high,101.35,7323.15,72,One year,Electronic check,0
2545-EBUPK,new,high,84.05,186.05,2,Month-to-month,Electronic check,0
6923-AQONU,mid,low,20.9,454.0,23,Two year,Mailed check,0
2172-EJXVF,loyal,high,105.9,7521.95,71,One year,Electronic check,0
0897-FEGMU,new,high,99.5,1056.95,11,Month-to-month,Electronic check,1
7663-RGWBC,new,medium,44.15,44.15,1,Month-to-month,Mailed check,1
1120-BMWUB,mid,medium,53.9,834.15,16,Month-to-month,Mailed check,1
9124-LHCJQ,new,high,85.45,85.45,1,Month-to-month,Mailed check,1
4536-PLEQY,new,high,85.05,999.8,12,Month-to-month,Credit card (automatic),0
7029-IJEJK,loyal,medium,44.1,2369.7,54,One year,Bank transfer (automatic),0
8871-JLMHM,loyal,high,90.2,6297.65,68,Two year,Credit card (automatic),0
2235-ZGKPT,new,medium,50.85,239.55,4,Month-to-month,Mailed check,1
3891-PUQOD,new,medium,59.2,59.2,1,Month-to-month,Electronic check,1
5447-VYTKW,mid,medium,53.45,1461.45,27,Month-to-month,Mailed check,0
3623-FQBOX,mid,low,19.95,416.4,21,Month-to-month,Mailed check,0
0689-NKYLF,mid,high,83.2,1060.6,13,Month-to-month,Electronic check,1
8659-HDIYE,loyal,high,74.65,4869.35,64,Month-to-month,Credit card (automatic),0
3658-KIBGF,new,medium,54.9,54.9,1,Month-to-month,Electronic check,1
3474-BAFSJ,loyal,medium,57.5,3265.95,57,Two year,Bank transfer (automatic),0
5519-YLDGW,mid,high,103.9,2254.2,21,Month-to-month,Electronic check,1
3865-ZFZIB,mid,low,19.65,358.15,19,Two year,Mailed check,0
1855-AGAWH,mid,high,93.8,2939.8,31,One year,Electronic check,0
7109-CQYUZ,loyal,high,89.25,4652.4,52,Two year,Mailed check,0
1370-GGAWX,loyal,high,94.15,4408.45,46,One year,Electronic check,0
4680-KUTAJ,new,medium,55.6,580.8,11,Month-to-month,Electronic check,0
5307-UVGNB,loyal,medium,48.7,2495.2,53,Month-to-month,Bank transfer (automatic),0
4946-EDSEW,new,low,19.25,180.3,11,Month-to-month,Mailed check,1
2883-ILGWO,loyal,high,104.9,5913.95,57,Month-to-month,Bank transfer (automatic),0
2516-VQRRV,new,high,75.45,158.4,2,Month-to-month,Mailed check,1
7580-UGXNC,new,medium,54.85,104.2,2,Month-to-month,Mailed check,1
3642-BYHDO,loyal,low,19.9,1389.35,71,Two year,Bank transfer (automatic),0
9629-NHXFW,new,low,19.4,19.4,1,Month-to-month,Mailed check,0
2696-RZVZW,loyal,low,25.05,1629.2,68,Two year,Credit card (automatic),0
5766-FTRTS,loyal,high,84.45,6033.1,72,Two year,Mailed check,0
0396-HUJBP,new,low,19.3,44.4,2,Month-to-month,Mailed check,0
5178-LMXOP,new,high,95.1,95.1,1,Month-to-month,Electronic check,1
8879-ZKJOF,loyal,high,79.85,3320.75,41,One year,Bank transfer (automatic),0
6285-FTQBF,loyal,low,25.55,1867.7,72,Two year,Credit card (automatic),0
8185-UPYBR,new,high,75.5,438.0,6,Month-to-month,Electronic check,1
4585-HETAI,new,high,73.75,325.45,4,Month-to-month,Electronic check,1
7526-BEZQB,new,high,96.05,1148.1,12,Month-to-month,Electronic check,1
1474-JUWSM,loyal,high,68.4,3972.25,58,One year,Electronic check,0
3530-CRZSB,new,low,20.65,155.9,7,Month-to-month,Mailed check,0
8498-XXGWA,loyal,medium,55.15,3673.15,65,Month-to-month,Mailed check,0
9617-INGJY,new,high,70.6,70.6,1,Month-to-month,Mailed check,0
0621-TSSMU,loyal,low,19.95,1126.75,56,One year,Credit card (automatic),0
7234-KMNRQ,new,low,19.0,73.45,4,Month-to-month,Mailed check,0
7636-PEPNS,loyal,medium,44.1,2413.05,58,One year,Mailed check,0
4683-WYDOU,loyal,high,107.6,6912.7,62,Two year,Bank transfer (automatic),0
9052-DHNKM,mid,medium,61.55,1581.95,26,One year,Electronic check,0
6794-HKIAJ,loyal,high,90.7,5586.45,62,Month-to-month,Bank transfer (automatic),0
5578-NKCXI,loyal,high,99.25,5846.65,58,One year,Credit card (automatic),0
1642-HMARX,loyal,high,91.7,6424.7,68,Two year,Electronic check,0
3096-WPXBT,loyal,high,100.7,6018.65,61,One year,Credit card (automatic),0
8434-PNQZX,loyal,high,78.45,3373.4,42,Two year,Credit card (automatic),0
5950-AAAGJ,mid,high,84.3,1537.9,18,Month-to-month,Bank transfer (automatic),0
4299-OPXEJ,loyal,low,19.55,1080.55,56,Two year,Bank transfer (automatic),0
4951-UKAAQ,new,high,88.95,355.2,4,Month-to-month,Electronic check,1
9618-LFJRU,new,low,20.45,82.85,4,Month-to-month,Credit card (automatic),0
6693-DJWTY,mid,medium,55.6,2016.45,35,One year,Credit card (automatic),0
0744-GKNGE,loyal,high,86.8,5327.25,64,Month-to-month,Bank transfer (automatic),0
6447-EGDIV,mid,low,20.95,683.25,31,One year,Mailed check,0
1167-OYZJF,loyal,low,20.05,1263.05,67,Two year,Bank transfer (automatic),0
2108-YKQTY,new,medium,50.7,151.3,4,Month-to-month,Credit card (automatic),1
4806-DXQCE,loyal,high,113.65,7714.65,70,Two year,Electronic check,0
4918-QLLIW,new,medium,53.4,188.7,3,Month-to-month,Credit card (automatic),1
7056-IMHCC,loyal,high,101.9,5549.4,53,Month-to-month,Electronic check,1
4854-SSLTN,new,medium,59.5,130.5,2,Two year,Mailed check,0
5294-DMSFH,mid,high,87.8,2621.75,29,Month-to-month,Credit card (automatic),0
4837-PZTIC,loyal,medium,41.9,1875.25,47,Two year,Mailed check,0
1625-JAIIY,loyal,high,83.0,5685.8,68,One year,Electronic check,1
0603-OLQDC,new,high,69.85,837.5,12,Month-to-month,Mailed check,0
3272-VUHPV,new,medium,56.3,401.5,8,Month-to-month,Bank transfer (automatic),0
4176-FXYBO,loyal,high,109.55,6118.95,54,Month-to-month,Electronic check,0
1063-DHQJF,loyal,high,92.15,6480.9,69,Two year,Mailed check,0
8663-UPDGF,mid,high,69.5,1800.05,26,Month-to-month,Bank transfer (automatic),0
6719-FGEDO,loyal,high,97.0,7104.2,72,Two year,Bank transfer (automatic),0
1837-YQUCE,loyal,medium,58.35,4214.25,70,Two year,Bank transfer (automatic),0
2947-DOMLJ,new,medium,50.6,50.6,1,Month-to-month,Mailed check,1
4112-LUEIZ,new,high,89.5,863.1,10,Month-to-month,Electronic check,1
0369-ZGOVK,mid,high,70.4,1992.2,28,One year,Bank transfer (automatic),0
4510-HIMLV,new,high,69.8,69.8,1,Month-to-month,Electronic check,1
9919-KNPOO,mid,high,94.3,1948.35,21,Month-to-month,Electronic check,0
8749-JMNKX,loyal,high,93.8,4750.95,51,Month-to-month,Bank transfer (automatic),1
7872-BAAZR,loyal,low,19.55,1007.9,53,One year,Bank transfer (automatic),0
9391-LMANN,loyal,high,95.95,5036.9,53,One year,Electronic check,0
2430-USGXP,mid,high,101.05,2391.8,24,Month-to-month,Electronic check,1
8174-TBVCF,loyal,high,94.8,6859.05,70,Two year,Credit card (automatic),0
1698-XFZCI,loyal,high,107.75,6521.9,61,One year,Electronic check,0
1877-HKBQX,new,medium,54.6,617.85,11,One year,Mailed check,0
4450-DLLMH,new,high,71.3,157.75,2,Month-to-month,Credit card (automatic),0
0428-AXXLJ,mid,low,19.5,516.3,25,One year,Bank transfer (automatic),0
2746-DIJLO,loyal,medium,56.3,2364.0,41,One year,Credit card (automatic),0
5955-ERIHD,mid,high,94.7,1687.95,18,Month-to-month,Electronic check,1
0917-EZOLA,loyal,high,104.15,7689.95,72,Two year,Bank transfer (automatic),1
3508-VLHCZ,loyal,high,90.55,6239.05,71,Two year,Credit card (automatic),0
4086-ATNFV,mid,medium,60.8,2042.05,34,One year,Mailed check,0
0468-YRPXN,mid,high,98.8,2807.1,29,Month-to-month,Credit card (automatic),0
5996-NRVXR,loyal,high,98.15,4116.8,40,One year,Credit card (automatic),0
3739-YBWAB,mid,medium,35.35,1317.95,36,One year,Mailed check,0
7047-FWEYA,loyal,high,103.15,4594.65,46,One year,Electronic check,0
2000-MPKCA,loyal,high,107.75,6332.75,58,One year,Electronic check,0
9762-YAQAA,loyal,high,81.4,3213.75,39,One year,Credit card (automatic),0
5949-EBSQK,new,medium,61.45,229.55,4,Month-to-month,Credit card (automatic),1
5473-KHBPS,loyal,high,95.7,4976.15,52,One year,Credit card (automatic),0
0100-DUVFC,loyal,high,104.8,7308.95,70,One year,Electronic check,0
5397-TUPSH,loyal,high,70.95,4555.2,65,One year,Bank transfer (automatic),0
8950-MTZNV,new,medium,44.95,44.95,1,Month-to-month,Mailed check,0
0326-VDYXE,loyal,high,97.65,6982.5,70,One year,Electronic check,0
6773-LQTVT,mid,medium,35.65,1025.15,29,Month-to-month,Mailed check,0
7274-RTAPZ,new,high,90.55,90.55,1,Month-to-month,Electronic check,1
0436-TWFFZ,loyal,high,85.25,5714.2,67,Two year,Mailed check,0
8566-YPRGL,new,low,19.5,19.5,1,Month-to-month,Mailed check,0
0311-UNPFF,mid,high,88.8,2274.35,26,Month-to-month,Bank transfer (automatic),1
6609-MXJHJ,mid,low,25.1,789.55,30,Two year,Mailed check,0
2669-OIDSD,loyal,high,100.05,4834.0,48,Month-to-month,Credit card (automatic),0
8400-WZICQ,loyal,medium,55.7,3131.8,55,Month-to-month,Electronic check,0
3834-XUIFC,new,high,85.2,602.55,7,Month-to-month,Mailed check,1
9576-SYUHJ,loyal,high,91.15,3369.25,37,Month-to-month,Electronic check,0
0410-IPFTY,mid,high,83.85,2674.15,31,Month-to-month,Bank transfer (automatic),0
2831-EBWRN,new,medium,45.9,199.75,4,Month-to-month,Electronic check,0
9430-NKQLY,loyal,low,25.1,1790.8,72,Two year,Credit card (automatic),0
8414-MYSHR,new,high,91.4,449.75,5,Month-to-month,Electronic check,1
0247-SLUJI,new,low,19.7,19.7,1,Month-to-month,Mailed check,0
9402-ORRAH,mid,high,91.5,1400.3,15,Month-to-month,Electronic check,0
6483-OATDN,new,medium,51.3,411.6,8,Month-to-month,Credit card (automatic),0
1293-HHSHJ,mid,low,21.1,741.0,35,One year,Mailed check,0
4840-ORQXB,loyal,high,104.75,5841.35,56,Month-to-month,Electronic check,0
7599-FKVXZ,loyal,high,106.15,4512.7,42,Month-to-month,Bank transfer (automatic),1
3982-DQLUS,loyal,high,85.75,5688.45,65,Month-to-month,Electronic check,0
8610-ZIKJJ,new,low,20.3,31.9,2,One year,Mailed check,0
3756-VNWDH,loyal,high,100.75,6674.65,65,One year,Electronic check,0
7801-KICAO,mid,high,74.15,1345.75,18,Month-to-month,Electronic check,0
7673-LPRNY,mid,high,78.55,1843.05,23,One year,Electronic check,0
8229-TNIQA,new,medium,45.3,196.95,4,Month-to-month,Mailed check,1
6060-QBMGV,loyal,low,19.85,1433.8,70,Two year,Credit card (automatic),0
7339-POGZN,new,medium,50.7,214.55,4,Month-to-month,Electronic check,0
2828-SLQPF,mid,medium,45.0,865.85,19,Month-to-month,Bank transfer (automatic),0
4465-VDKIQ,mid,high,77.8,1358.6,18,Month-to-month,Electronic check,0
2921-XWDJH,loyal,high,83.45,3147.15,38,Month-to-month,Electronic check,0
6221-AVQYL,new,high,73.25,131.05,2,Month-to-month,Credit card (automatic),1
2558-BUOZZ,loyal,high,94.8,4535.85,47,One year,Bank transfer (automatic),0
9257-AZMTZ,loyal,low,20.1,1078.75,52,Two year,Bank transfer (automatic),0
0003-MKNFE,new,medium,59.9,542.4,9,Month-to-month,Mailed check,0
0975-UYDTX,mid,high,90.1,2312.55,26,One year,Credit card (automatic),0
7743-EXURX,new,medium,51.05,415.05,8,Month-to-month,Electronic check,1
4682-BLBUC,loyal,high,70.95,3250.45,44,One year,Electronic check,0
0975-VOOVL,new,low,29.2,98.5,3,Month-to-month,Mailed check,0
5968-VXZLG,new,medium,46.6,87.9,2,Month-to-month,Bank transfer (automatic),0
5569-KGJHX,new,high,85.35,754.65,9,Month-to-month,Bank transfer (automatic),1
4988-IQIGL,new,high,75.35,75.35,1,Month-to-month,Electronic check,1
5201-FRKKS,mid,high,74.3,1952.25,25,Month-to-month,Bank transfer (automatic),0
9799-CAYJJ,new,high,69.3,153.8,2,Month-to-month,Electronic check,0
7730-IUTDZ,loyal,high,75.2,3198.6,43,Month-to-month,Electronic check,1
0426-TIRNE,new,low,20.9,20.9,1,Month-to-month,Mailed check,1
5443-SCMKX,loyal,high,94.3,5610.15,58,One year,Electronic check,0
8295-KMENE,loyal,high,76.45,4519.5,59,Two year,Mailed check,0
6738-ISCBM,loyal,medium,54.0,2440.25,44,One year,Electronic check,0
9821-BESNZ,loyal,high,104.25,6860.6,66,One year,Electronic check,0
3678-MNGZX,loyal,low,19.95,1377.7,68,Two year,Bank transfer (automatic),0
1335-NTIUC,new,low,24.95,190.25,9,Month-to-month,Electronic check,0
2916-BQZLN,mid,high,84.75,1651.95,19,Month-to-month,Electronic check,0
4558-CGYCZ,new,low,19.75,78.3,4,Month-to-month,Mailed check,0
2368-GAKKQ,loyal,high,113.65,7939.25,70,Two year,Bank transfer (automatic),0
8710-YGLWG,new,medium,44.9,44.9,1,Month-to-month,Mailed check,0
3199-XGZCY,new,high,75.25,576.7,8,Month-to-month,Electronic check,0
3785-KTYSH,loyal,low,24.6,1279.0,53,Two year,Mailed check,0
6814-ZPWFQ,loyal,low,25.0,1260.7,51,One year,Bank transfer (automatic),0
4063-EIKNQ,new,low,20.95,267.35,11,Month-to-month,Bank transfer (automatic),0
6993-YCOBK,loyal,high,110.6,6586.85,60,Two year,Electronic check,0
5206-HPJKM,mid,medium,55.5,934.15,17,Month-to-month,Credit card (automatic),0
7587-RZNME,new,medium,43.3,123.65,3,Month-to-month,Electronic check,1
0748-RDGGM,loyal,high,109.5,7534.65,70,One year,Bank transfer (automatic),1
8393-JMVMB,new,low,19.45,19.45,1,Month-to-month,Mailed check,0
5019-GQVCR,loyal,high,84.85,3645.6,43,Month-to-month,Electronic check,0
6036-TTFYU,mid,low,19.6,314.45,16,Month-to-month,Mailed check,0
2550-AEVRU,loyal,medium,53.45,3053.0,57,One year,Electronic check,0
0969-RGKCU,loyal,low,19.8,677.05,37,One year,Credit card (automatic),0
0378-CJKPV,loyal,high,112.1,7965.95,72,Two year,Credit card (automatic),0
4706-AXVKM,new,high,84.8,906.85,11,Month-to-month,Credit card (automatic),1
5889-JTMUL,loyal,high,95.05,4888.7,50,Month-to-month,Electronic check,1
9026-RNUJS,new,medium,50.35,237.25,5,Month-to-month,Electronic check,1
3746-EUBYR,new,high,74.6,74.6,1,Month-to-month,Bank transfer (automatic),1
2332-EFBJY,mid,low,19.7,342.4,16,Month-to-month,Mailed check,1
2880-FPNAE,new,high,74.2,140.1,2,Month-to-month,Electronic check,0
1703-MGIAB,mid,high,69.0,1108.0,17,Month-to-month,Mailed check,0
4311-QTTAI,mid,low,19.35,295.55,16,One year,Credit card (automatic),0
9474-PHLYD,mid,medium,59.45,892.65,15,Month-to-month,Electronic check,1
4318-RAJVY,new,low,19.8,198.25,10,One year,Mailed check,0
2165-VOEGB,loyal,high,105.2,4822.85,46,One year,Bank transfer (automatic),1
3612-YUNGG,loyal,high,109.2,6741.15,64,Two year,Credit card (automatic),0
2254-DLXRI,new,high,79.15,79.15,1,Month-to-month,Mailed check,0
5062-CJJKH,mid,medium,53.65,1355.45,25,One year,Mailed check,0
9028-LIHRP,loyal,high,100.2,7209.0,71,Two year,Credit card (automatic),0
